start_date,end_date,country,indicator,Value,rate,frequency,currency
01/05/2010,31/05/2010,USA,unemp,14369,9.6,monthly,USD
01/06/2010,30/06/2010,USA,unemp,14885,9.4,monthly,USD
01/07/2010,31/07/2010,USA,unemp,15137,9.4,monthly,USD
01/08/2010,31/08/2010,USA,unemp,14759,9.5,monthly,USD
01/09/2010,30/09/2010,USA,unemp,14140,9.5,monthly,USD
01/10/2010,31/10/2010,USA,unemp,13903,9.4,monthly,USD
01/11/2010,30/11/2010,USA,unemp,14282,9.8,monthly,USD
01/12/2010,31/12/2010,USA,unemp,13997,9.3,monthly,USD
01/01/2011,31/01/2011,USA,unemp,14937,9.1,monthly,USD
01/02/2011,28/02/2011,USA,unemp,14542,9,monthly,USD
01/03/2011,31/03/2011,USA,unemp,14060,9,monthly,USD
01/04/2011,30/04/2011,USA,unemp,13237,9.1,monthly,USD
01/05/2011,31/05/2011,USA,unemp,13421,9,monthly,USD
01/06/2011,30/06/2011,USA,unemp,14409,9.1,monthly,USD
01/07/2011,31/07/2011,USA,unemp,14428,9,monthly,USD
01/08/2011,31/08/2011,USA,unemp,14008,9,monthly,USD
01/09/2011,30/09/2011,USA,unemp,13520,9,monthly,USD
01/10/2011,31/10/2011,USA,unemp,13102,8.8,monthly,USD
01/11/2011,30/11/2011,USA,unemp,12613,8.6,monthly,USD
01/12/2011,31/12/2011,USA,unemp,12692,8.5,monthly,USD
01/01/2012,31/01/2012,USA,unemp,13541,8.3,monthly,USD
01/02/2012,28/02/2012,USA,unemp,13430,8.3,monthly,USD
01/03/2012,31/03/2012,USA,unemp,12904,8.2,monthly,USD
01/04/2012,30/04/2012,USA,unemp,11910,8.2,monthly,USD
01/05/2012,31/05/2012,USA,unemp,12271,8.2,monthly,USD
01/06/2012,30/06/2012,USA,unemp,13184,8.2,monthly,USD
01/07/2012,31/07/2012,USA,unemp,13400,8.2,monthly,USD
01/08/2012,31/08/2012,USA,unemp,12696,8.1,monthly,USD
01/09/2012,30/09/2012,USA,unemp,11742,7.8,monthly,USD
01/10/2012,31/10/2012,USA,unemp,11741,7.8,monthly,USD
01/11/2012,30/11/2012,USA,unemp,11404,7.7,monthly,USD
01/12/2012,31/12/2012,USA,unemp,11844,7.9,monthly,USD
01/01/2013,31/01/2013,USA,unemp,13181,8,monthly,USD
01/02/2013,28/02/2013,USA,unemp,12500,7.7,monthly,USD
01/03/2013,31/03/2013,USA,unemp,11815,7.5,monthly,USD
01/04/2013,30/04/2013,USA,unemp,11014,7.6,monthly,USD
01/05/2013,31/05/2013,USA,unemp,11302,7.5,monthly,USD
01/06/2013,30/06/2013,USA,unemp,12248,7.5,monthly,USD
01/07/2013,31/07/2013,USA,unemp,12083,7.3,monthly,USD
01/08/2013,31/08/2013,USA,unemp,11462,7.2,monthly,USD
01/09/2013,30/09/2013,USA,unemp,10885,7.2,monthly,USD
01/10/2013,31/10/2013,USA,unemp,10773,7.2,monthly,USD
01/11/2013,30/11/2013,USA,unemp,10271,6.9,monthly,USD
01/12/2013,31/12/2013,USA,unemp,9984,6.7,monthly,USD
01/01/2014,31/01/2014,USA,unemp,10855,6.6,monthly,USD
01/02/2014,28/02/2014,USA,unemp,10893,6.7,monthly,USD
01/03/2014,31/03/2014,USA,unemp,10537,6.7,monthly,USD
01/04/2014,30/04/2014,USA,unemp,9079,6.2,monthly,USD
01/05/2014,31/05/2014,USA,unemp,9443,6.3,monthly,USD
01/06/2014,30/06/2014,USA,unemp,9893,6.1,monthly,USD
01/07/2014,31/07/2014,USA,unemp,10307,6.2,monthly,USD
01/08/2014,31/08/2014,USA,unemp,9787,6.1,monthly,USD
01/09/2014,30/09/2014,USA,unemp,8962,5.9,monthly,USD
01/10/2014,31/10/2014,USA,unemp,8680,5.7,monthly,USD
01/11/2014,30/11/2014,USA,unemp,8630,5.8,monthly,USD
01/12/2014,31/12/2014,USA,unemp,8331,5.6,monthly,USD
01/01/2015,31/01/2015,USA,unemp,9498,5.7,monthly,USD
01/02/2015,28/02/2015,USA,unemp,9095,5.5,monthly,USD
01/03/2015,31/03/2015,USA,unemp,8682,5.4,monthly,USD
01/04/2015,30/04/2015,USA,unemp,7966,5.4,monthly,USD
01/05/2015,31/05/2015,USA,unemp,8370,5.6,monthly,USD
01/06/2015,30/06/2015,USA,unemp,8638,5.3,monthly,USD
01/07/2015,31/07/2015,USA,unemp,8805,5.2,monthly,USD
01/08/2015,31/08/2015,USA,unemp,8162,5.1,monthly,USD
01/09/2015,30/09/2015,USA,unemp,7628,5,monthly,USD
01/10/2015,31/10/2015,USA,unemp,7597,5,monthly,USD
01/11/2015,30/11/2015,USA,unemp,7573,5.1,monthly,USD
01/12/2015,31/12/2015,USA,unemp,7542,5,monthly,USD
01/01/2016,31/01/2016,USA,unemp,8309,4.9,monthly,USD
01/02/2016,28/02/2016,USA,unemp,8219,4.9,monthly,USD
01/03/2016,31/03/2016,USA,unemp,8116,5,monthly,USD
01/04/2016,30/04/2016,USA,unemp,7413,5,monthly,USD
01/05/2016,31/05/2016,USA,unemp,7207,4.8,monthly,USD
01/06/2016,30/06/2016,USA,unemp,8144,4.9,monthly,USD
01/07/2016,31/07/2016,USA,unemp,8267,4.8,monthly,USD
01/08/2016,31/08/2016,USA,unemp,7996,4.9,monthly,USD
01/09/2016,30/09/2016,USA,unemp,7658,5,monthly,USD
01/10/2016,31/10/2016,USA,unemp,7447,4.9,monthly,USD
01/11/2016,30/11/2016,USA,unemp,7066,4.7,monthly,USD
01/12/2016,31/12/2016,USA,unemp,7170,4.7,monthly,USD
01/01/2017,31/01/2017,USA,unemp,8149,4.7,monthly,USD
01/02/2017,28/02/2017,USA,unemp,7887,4.6,monthly,USD
01/03/2017,31/03/2017,USA,unemp,7284,4.4,monthly,USD
01/04/2017,30/04/2017,USA,unemp,6555,4.4,monthly,USD
01/05/2017,31/05/2017,USA,unemp,6572,4.4,monthly,USD
01/06/2017,30/06/2017,USA,unemp,7250,4.3,monthly,USD
01/07/2017,31/07/2017,USA,unemp,7441,4.3,monthly,USD
01/08/2017,31/08/2017,USA,unemp,7287,4.4,monthly,USD
01/09/2017,30/09/2017,USA,unemp,6556,4.2,monthly,USD
01/10/2017,31/10/2017,USA,unemp,6242,4.1,monthly,USD
01/11/2017,30/11/2017,USA,unemp,6286,4.2,monthly,USD
01/12/2017,31/12/2017,USA,unemp,6278,4.1,monthly,USD
01/01/2018,31/01/2018,USA,unemp,7189,4.1,monthly,USD
01/02/2018,28/02/2018,USA,unemp,7091,4.1,monthly,USD
01/03/2018,31/03/2018,USA,unemp,6671,4,monthly,USD
01/04/2018,30/04/2018,USA,unemp,5932,4,monthly,USD
01/05/2018,31/05/2018,USA,unemp,5756,3.8,monthly,USD
01/06/2018,30/06/2018,USA,unemp,6812,4,monthly,USD
01/07/2018,31/07/2018,USA,unemp,6730,3.8,monthly,USD
01/08/2018,31/08/2018,USA,unemp,6370,3.8,monthly,USD
01/09/2018,30/09/2018,USA,unemp,5766,3.7,monthly,USD
01/10/2018,31/10/2018,USA,unemp,5771,3.8,monthly,USD
01/11/2018,30/11/2018,USA,unemp,5650,3.7,monthly,USD
01/12/2018,31/12/2018,USA,unemp,6029,3.9,monthly,USD
01/01/2019,31/01/2019,USA,unemp,7140,4,monthly,USD
01/02/2019,28/02/2019,USA,unemp,6625,3.8,monthly,USD
01/03/2019,31/03/2019,USA,unemp,6382,3.8,monthly,USD
01/04/2019,30/04/2019,USA,unemp,5387,3.6,monthly,USD
01/05/2019,31/05/2019,USA,unemp,5503,3.6,monthly,USD
01/06/2019,30/06/2019,USA,unemp,6292,3.7,monthly,USD
01/07/2019,31/07/2019,USA,unemp,6556,3.7,monthly,USD
01/08/2019,31/08/2019,USA,unemp,6203,3.7,monthly,USD
01/09/2019,30/09/2019,USA,unemp,5465,3.5,monthly,USD
01/10/2019,31/10/2019,USA,unemp,5510,3.6,monthly,USD
01/11/2019,30/11/2019,USA,unemp,5441,3.5,monthly,USD
01/12/2019,31/12/2019,USA,unemp,5503,3.5,monthly,USD
01/01/2020,31/01/2020,USA,unemp,6504,3.6,monthly,USD
01/02/2020,28/02/2020,USA,unemp,6218,3.5,monthly,USD
01/03/2020,31/03/2020,USA,unemp,7370,4.4,monthly,USD
01/04/2020,30/04/2020,USA,unemp,22504,14.7,monthly,USD
