start_date,end_date,country,indicator,value,frequency,currency
01/11/1979,30/11/1979,USA,unemp,5.9,monthly,USD
01/12/1979,31/12/1979,USA,unemp,6,monthly,USD
01/01/1980,31/01/1980,USA,unemp,6.3,monthly,USD
01/02/1980,28/02/1980,USA,unemp,6.3,monthly,USD
01/03/1980,31/03/1980,USA,unemp,6.3,monthly,USD
01/04/1980,30/04/1980,USA,unemp,6.9,monthly,USD
01/05/1980,31/05/1980,USA,unemp,7.5,monthly,USD
01/06/1980,30/06/1980,USA,unemp,7.6,monthly,USD
01/07/1980,31/07/1980,USA,unemp,7.8,monthly,USD
01/08/1980,31/08/1980,USA,unemp,7.7,monthly,USD
01/09/1980,30/09/1980,USA,unemp,7.5,monthly,USD
01/10/1980,31/10/1980,USA,unemp,7.5,monthly,USD
01/11/1980,30/11/1980,USA,unemp,7.5,monthly,USD
01/12/1980,31/12/1980,USA,unemp,7.2,monthly,USD
01/01/1981,31/01/1981,USA,unemp,7.5,monthly,USD
01/02/1981,28/02/1981,USA,unemp,7.4,monthly,USD
01/03/1981,31/03/1981,USA,unemp,7.4,monthly,USD
01/04/1981,30/04/1981,USA,unemp,7.2,monthly,USD
01/05/1981,31/05/1981,USA,unemp,7.5,monthly,USD
01/06/1981,30/06/1981,USA,unemp,7.5,monthly,USD
01/07/1981,31/07/1981,USA,unemp,7.2,monthly,USD
01/08/1981,31/08/1981,USA,unemp,7.4,monthly,USD
01/09/1981,30/09/1981,USA,unemp,7.6,monthly,USD
01/10/1981,31/10/1981,USA,unemp,7.9,monthly,USD
01/11/1981,30/11/1981,USA,unemp,8.3,monthly,USD
01/12/1981,31/12/1981,USA,unemp,8.5,monthly,USD
01/01/1982,31/01/1982,USA,unemp,8.6,monthly,USD
01/02/1982,28/02/1982,USA,unemp,8.9,monthly,USD
01/03/1982,31/03/1982,USA,unemp,9,monthly,USD
01/04/1982,30/04/1982,USA,unemp,9.3,monthly,USD
01/05/1982,31/05/1982,USA,unemp,9.4,monthly,USD
01/06/1982,30/06/1982,USA,unemp,9.6,monthly,USD
01/07/1982,31/07/1982,USA,unemp,9.8,monthly,USD
01/08/1982,31/08/1982,USA,unemp,9.8,monthly,USD
01/09/1982,30/09/1982,USA,unemp,10.1,monthly,USD
01/10/1982,31/10/1982,USA,unemp,10.4,monthly,USD
01/11/1982,30/11/1982,USA,unemp,10.8,monthly,USD
01/12/1982,31/12/1982,USA,unemp,10.8,monthly,USD
01/01/1983,31/01/1983,USA,unemp,10.4,monthly,USD
01/02/1983,28/02/1983,USA,unemp,10.4,monthly,USD
01/03/1983,31/03/1983,USA,unemp,10.3,monthly,USD
01/04/1983,30/04/1983,USA,unemp,10.2,monthly,USD
01/05/1983,31/05/1983,USA,unemp,10.1,monthly,USD
01/06/1983,30/06/1983,USA,unemp,10.1,monthly,USD
01/07/1983,31/07/1983,USA,unemp,9.4,monthly,USD
01/08/1983,31/08/1983,USA,unemp,9.5,monthly,USD
01/09/1983,30/09/1983,USA,unemp,9.2,monthly,USD
01/10/1983,31/10/1983,USA,unemp,8.8,monthly,USD
01/11/1983,30/11/1983,USA,unemp,8.5,monthly,USD
01/12/1983,31/12/1983,USA,unemp,8.3,monthly,USD
01/01/1984,31/01/1984,USA,unemp,8,monthly,USD
01/02/1984,28/02/1984,USA,unemp,7.8,monthly,USD
01/03/1984,31/03/1984,USA,unemp,7.8,monthly,USD
01/04/1984,30/04/1984,USA,unemp,7.7,monthly,USD
01/05/1984,31/05/1984,USA,unemp,7.4,monthly,USD
01/06/1984,30/06/1984,USA,unemp,7.2,monthly,USD
01/07/1984,31/07/1984,USA,unemp,7.5,monthly,USD
01/08/1984,31/08/1984,USA,unemp,7.5,monthly,USD
01/09/1984,30/09/1984,USA,unemp,7.3,monthly,USD
01/10/1984,31/10/1984,USA,unemp,7.4,monthly,USD
01/11/1984,30/11/1984,USA,unemp,7.2,monthly,USD
01/12/1984,31/12/1984,USA,unemp,7.3,monthly,USD
01/01/1985,31/01/1985,USA,unemp,7.3,monthly,USD
01/02/1985,28/02/1985,USA,unemp,7.2,monthly,USD
01/03/1985,31/03/1985,USA,unemp,7.2,monthly,USD
01/04/1985,30/04/1985,USA,unemp,7.3,monthly,USD
01/05/1985,31/05/1985,USA,unemp,7.2,monthly,USD
01/06/1985,30/06/1985,USA,unemp,7.4,monthly,USD
01/07/1985,31/07/1985,USA,unemp,7.4,monthly,USD
01/08/1985,31/08/1985,USA,unemp,7.1,monthly,USD
01/09/1985,30/09/1985,USA,unemp,7.1,monthly,USD
01/10/1985,31/10/1985,USA,unemp,7.1,monthly,USD
01/11/1985,30/11/1985,USA,unemp,7,monthly,USD
01/12/1985,31/12/1985,USA,unemp,7,monthly,USD
01/01/1986,31/01/1986,USA,unemp,6.7,monthly,USD
01/02/1986,28/02/1986,USA,unemp,7.2,monthly,USD
01/03/1986,31/03/1986,USA,unemp,7.2,monthly,USD
01/04/1986,30/04/1986,USA,unemp,7.1,monthly,USD
01/05/1986,31/05/1986,USA,unemp,7.2,monthly,USD
01/06/1986,30/06/1986,USA,unemp,7.2,monthly,USD
01/07/1986,31/07/1986,USA,unemp,7,monthly,USD
01/08/1986,31/08/1986,USA,unemp,6.9,monthly,USD
01/09/1986,30/09/1986,USA,unemp,7,monthly,USD
01/10/1986,31/10/1986,USA,unemp,7,monthly,USD
01/11/1986,30/11/1986,USA,unemp,6.9,monthly,USD
01/12/1986,31/12/1986,USA,unemp,6.6,monthly,USD
01/01/1987,31/01/1987,USA,unemp,6.6,monthly,USD
01/02/1987,28/02/1987,USA,unemp,6.6,monthly,USD
01/03/1987,31/03/1987,USA,unemp,6.6,monthly,USD
01/04/1987,30/04/1987,USA,unemp,6.3,monthly,USD
01/05/1987,31/05/1987,USA,unemp,6.3,monthly,USD
01/06/1987,30/06/1987,USA,unemp,6.2,monthly,USD
01/07/1987,31/07/1987,USA,unemp,6.1,monthly,USD
01/08/1987,31/08/1987,USA,unemp,6,monthly,USD
01/09/1987,30/09/1987,USA,unemp,5.9,monthly,USD
01/10/1987,31/10/1987,USA,unemp,6,monthly,USD
01/11/1987,30/11/1987,USA,unemp,5.8,monthly,USD
01/12/1987,31/12/1987,USA,unemp,5.7,monthly,USD
01/01/1988,31/01/1988,USA,unemp,5.7,monthly,USD
01/02/1988,28/02/1988,USA,unemp,5.7,monthly,USD
01/03/1988,31/03/1988,USA,unemp,5.7,monthly,USD
01/04/1988,30/04/1988,USA,unemp,5.4,monthly,USD
01/05/1988,31/05/1988,USA,unemp,5.6,monthly,USD
01/06/1988,30/06/1988,USA,unemp,5.4,monthly,USD
01/07/1988,31/07/1988,USA,unemp,5.4,monthly,USD
01/08/1988,31/08/1988,USA,unemp,5.6,monthly,USD
01/09/1988,30/09/1988,USA,unemp,5.4,monthly,USD
01/10/1988,31/10/1988,USA,unemp,5.4,monthly,USD
01/11/1988,30/11/1988,USA,unemp,5.3,monthly,USD
01/12/1988,31/12/1988,USA,unemp,5.3,monthly,USD
01/01/1989,31/01/1989,USA,unemp,5.4,monthly,USD
01/02/1989,28/02/1989,USA,unemp,5.2,monthly,USD
01/03/1989,31/03/1989,USA,unemp,5,monthly,USD
01/04/1989,30/04/1989,USA,unemp,5.2,monthly,USD
01/05/1989,31/05/1989,USA,unemp,5.2,monthly,USD
01/06/1989,30/06/1989,USA,unemp,5.3,monthly,USD
01/07/1989,31/07/1989,USA,unemp,5.2,monthly,USD
01/08/1989,31/08/1989,USA,unemp,5.2,monthly,USD
01/09/1989,30/09/1989,USA,unemp,5.3,monthly,USD
01/10/1989,31/10/1989,USA,unemp,5.3,monthly,USD
01/11/1989,30/11/1989,USA,unemp,5.4,monthly,USD
01/12/1989,31/12/1989,USA,unemp,5.4,monthly,USD
01/01/1990,31/01/1990,USA,unemp,5.4,monthly,USD
01/02/1990,28/02/1990,USA,unemp,5.3,monthly,USD
01/03/1990,31/03/1990,USA,unemp,5.2,monthly,USD
01/04/1990,30/04/1990,USA,unemp,5.4,monthly,USD
01/05/1990,31/05/1990,USA,unemp,5.4,monthly,USD
01/06/1990,30/06/1990,USA,unemp,5.2,monthly,USD
01/07/1990,31/07/1990,USA,unemp,5.5,monthly,USD
01/08/1990,31/08/1990,USA,unemp,5.7,monthly,USD
01/09/1990,30/09/1990,USA,unemp,5.9,monthly,USD
01/10/1990,31/10/1990,USA,unemp,5.9,monthly,USD
01/11/1990,30/11/1990,USA,unemp,6.2,monthly,USD
01/12/1990,31/12/1990,USA,unemp,6.3,monthly,USD
01/01/1991,31/01/1991,USA,unemp,6.4,monthly,USD
01/02/1991,28/02/1991,USA,unemp,6.6,monthly,USD
01/03/1991,31/03/1991,USA,unemp,6.8,monthly,USD
01/04/1991,30/04/1991,USA,unemp,6.7,monthly,USD
01/05/1991,31/05/1991,USA,unemp,6.9,monthly,USD
01/06/1991,30/06/1991,USA,unemp,6.9,monthly,USD
01/07/1991,31/07/1991,USA,unemp,6.8,monthly,USD
01/08/1991,31/08/1991,USA,unemp,6.9,monthly,USD
01/09/1991,30/09/1991,USA,unemp,6.9,monthly,USD
01/10/1991,31/10/1991,USA,unemp,7,monthly,USD
01/11/1991,30/11/1991,USA,unemp,7,monthly,USD
01/12/1991,31/12/1991,USA,unemp,7.3,monthly,USD
01/01/1992,31/01/1992,USA,unemp,7.3,monthly,USD
01/02/1992,28/02/1992,USA,unemp,7.4,monthly,USD
01/03/1992,31/03/1992,USA,unemp,7.4,monthly,USD
01/04/1992,30/04/1992,USA,unemp,7.4,monthly,USD
01/05/1992,31/05/1992,USA,unemp,7.6,monthly,USD
01/06/1992,30/06/1992,USA,unemp,7.8,monthly,USD
01/07/1992,31/07/1992,USA,unemp,7.7,monthly,USD
01/08/1992,31/08/1992,USA,unemp,7.6,monthly,USD
01/09/1992,30/09/1992,USA,unemp,7.6,monthly,USD
01/10/1992,31/10/1992,USA,unemp,7.3,monthly,USD
01/11/1992,30/11/1992,USA,unemp,7.4,monthly,USD
01/12/1992,31/12/1992,USA,unemp,7.4,monthly,USD
01/01/1993,31/01/1993,USA,unemp,7.3,monthly,USD
01/02/1993,28/02/1993,USA,unemp,7.1,monthly,USD
01/03/1993,31/03/1993,USA,unemp,7,monthly,USD
01/04/1993,30/04/1993,USA,unemp,7.1,monthly,USD
01/05/1993,31/05/1993,USA,unemp,7.1,monthly,USD
01/06/1993,30/06/1993,USA,unemp,7,monthly,USD
01/07/1993,31/07/1993,USA,unemp,6.9,monthly,USD
01/08/1993,31/08/1993,USA,unemp,6.8,monthly,USD
01/09/1993,30/09/1993,USA,unemp,6.7,monthly,USD
01/10/1993,31/10/1993,USA,unemp,6.8,monthly,USD
01/11/1993,30/11/1993,USA,unemp,6.6,monthly,USD
01/12/1993,31/12/1993,USA,unemp,6.5,monthly,USD
01/01/1994,31/01/1994,USA,unemp,6.6,monthly,USD
01/02/1994,28/02/1994,USA,unemp,6.6,monthly,USD
01/03/1994,31/03/1994,USA,unemp,6.5,monthly,USD
01/04/1994,30/04/1994,USA,unemp,6.4,monthly,USD
01/05/1994,31/05/1994,USA,unemp,6.1,monthly,USD
01/06/1994,30/06/1994,USA,unemp,6.1,monthly,USD
01/07/1994,31/07/1994,USA,unemp,6.1,monthly,USD
01/08/1994,31/08/1994,USA,unemp,6,monthly,USD
01/09/1994,30/09/1994,USA,unemp,5.9,monthly,USD
01/10/1994,31/10/1994,USA,unemp,5.8,monthly,USD
01/11/1994,30/11/1994,USA,unemp,5.6,monthly,USD
01/12/1994,31/12/1994,USA,unemp,5.5,monthly,USD
01/01/1995,31/01/1995,USA,unemp,5.6,monthly,USD
01/02/1995,28/02/1995,USA,unemp,5.4,monthly,USD
01/03/1995,31/03/1995,USA,unemp,5.4,monthly,USD
01/04/1995,30/04/1995,USA,unemp,5.8,monthly,USD
01/05/1995,31/05/1995,USA,unemp,5.6,monthly,USD
01/06/1995,30/06/1995,USA,unemp,5.6,monthly,USD
01/07/1995,31/07/1995,USA,unemp,5.7,monthly,USD
01/08/1995,31/08/1995,USA,unemp,5.7,monthly,USD
01/09/1995,30/09/1995,USA,unemp,5.6,monthly,USD
01/10/1995,31/10/1995,USA,unemp,5.5,monthly,USD
01/11/1995,30/11/1995,USA,unemp,5.6,monthly,USD
01/12/1995,31/12/1995,USA,unemp,5.6,monthly,USD
01/01/1996,31/01/1996,USA,unemp,5.6,monthly,USD
01/02/1996,28/02/1996,USA,unemp,5.5,monthly,USD
01/03/1996,31/03/1996,USA,unemp,5.5,monthly,USD
01/04/1996,30/04/1996,USA,unemp,5.6,monthly,USD
01/05/1996,31/05/1996,USA,unemp,5.6,monthly,USD
01/06/1996,30/06/1996,USA,unemp,5.3,monthly,USD
01/07/1996,31/07/1996,USA,unemp,5.5,monthly,USD
01/08/1996,31/08/1996,USA,unemp,5.1,monthly,USD
01/09/1996,30/09/1996,USA,unemp,5.2,monthly,USD
01/10/1996,31/10/1996,USA,unemp,5.2,monthly,USD
01/11/1996,30/11/1996,USA,unemp,5.4,monthly,USD
01/12/1996,31/12/1996,USA,unemp,5.4,monthly,USD
01/01/1997,31/01/1997,USA,unemp,5.3,monthly,USD
01/02/1997,28/02/1997,USA,unemp,5.2,monthly,USD
01/03/1997,31/03/1997,USA,unemp,5.2,monthly,USD
01/04/1997,30/04/1997,USA,unemp,5.1,monthly,USD
01/05/1997,31/05/1997,USA,unemp,4.9,monthly,USD
01/06/1997,30/06/1997,USA,unemp,5,monthly,USD
01/07/1997,31/07/1997,USA,unemp,4.9,monthly,USD
01/08/1997,31/08/1997,USA,unemp,4.8,monthly,USD
01/09/1997,30/09/1997,USA,unemp,4.9,monthly,USD
01/10/1997,31/10/1997,USA,unemp,4.7,monthly,USD
01/11/1997,30/11/1997,USA,unemp,4.6,monthly,USD
01/12/1997,31/12/1997,USA,unemp,4.7,monthly,USD
01/01/1998,31/01/1998,USA,unemp,4.6,monthly,USD
01/02/1998,28/02/1998,USA,unemp,4.6,monthly,USD
01/03/1998,31/03/1998,USA,unemp,4.7,monthly,USD
01/04/1998,30/04/1998,USA,unemp,4.3,monthly,USD
01/05/1998,31/05/1998,USA,unemp,4.4,monthly,USD
01/06/1998,30/06/1998,USA,unemp,4.5,monthly,USD
01/07/1998,31/07/1998,USA,unemp,4.5,monthly,USD
01/08/1998,31/08/1998,USA,unemp,4.5,monthly,USD
01/09/1998,30/09/1998,USA,unemp,4.6,monthly,USD
01/10/1998,31/10/1998,USA,unemp,4.5,monthly,USD
01/11/1998,30/11/1998,USA,unemp,4.4,monthly,USD
01/12/1998,31/12/1998,USA,unemp,4.4,monthly,USD
01/01/1999,31/01/1999,USA,unemp,4.3,monthly,USD
01/02/1999,28/02/1999,USA,unemp,4.4,monthly,USD
01/03/1999,31/03/1999,USA,unemp,4.2,monthly,USD
01/04/1999,30/04/1999,USA,unemp,4.3,monthly,USD
01/05/1999,31/05/1999,USA,unemp,4.2,monthly,USD
01/06/1999,30/06/1999,USA,unemp,4.3,monthly,USD
01/07/1999,31/07/1999,USA,unemp,4.3,monthly,USD
01/08/1999,31/08/1999,USA,unemp,4.2,monthly,USD
01/09/1999,30/09/1999,USA,unemp,4.2,monthly,USD
01/10/1999,31/10/1999,USA,unemp,4.1,monthly,USD
01/11/1999,30/11/1999,USA,unemp,4.1,monthly,USD
01/12/1999,31/12/1999,USA,unemp,4,monthly,USD
01/01/2000,31/01/2000,USA,unemp,4,monthly,USD
01/02/2000,28/02/2000,USA,unemp,4.1,monthly,USD
01/03/2000,31/03/2000,USA,unemp,4,monthly,USD
01/04/2000,30/04/2000,USA,unemp,3.8,monthly,USD
01/05/2000,31/05/2000,USA,unemp,4,monthly,USD
01/06/2000,30/06/2000,USA,unemp,4,monthly,USD
01/07/2000,31/07/2000,USA,unemp,4,monthly,USD
01/08/2000,31/08/2000,USA,unemp,4.1,monthly,USD
01/09/2000,30/09/2000,USA,unemp,3.9,monthly,USD
01/10/2000,31/10/2000,USA,unemp,3.9,monthly,USD
01/11/2000,30/11/2000,USA,unemp,3.9,monthly,USD
01/12/2000,31/12/2000,USA,unemp,3.9,monthly,USD
01/01/2001,31/01/2001,USA,unemp,4.2,monthly,USD
01/02/2001,28/02/2001,USA,unemp,4.2,monthly,USD
01/03/2001,31/03/2001,USA,unemp,4.3,monthly,USD
01/04/2001,30/04/2001,USA,unemp,4.4,monthly,USD
01/05/2001,31/05/2001,USA,unemp,4.3,monthly,USD
01/06/2001,30/06/2001,USA,unemp,4.5,monthly,USD
01/07/2001,31/07/2001,USA,unemp,4.6,monthly,USD
01/08/2001,31/08/2001,USA,unemp,4.9,monthly,USD
01/09/2001,30/09/2001,USA,unemp,5,monthly,USD
01/10/2001,31/10/2001,USA,unemp,5.3,monthly,USD
01/11/2001,30/11/2001,USA,unemp,5.5,monthly,USD
01/12/2001,31/12/2001,USA,unemp,5.7,monthly,USD
01/01/2002,31/01/2002,USA,unemp,5.7,monthly,USD
01/02/2002,28/02/2002,USA,unemp,5.7,monthly,USD
01/03/2002,31/03/2002,USA,unemp,5.7,monthly,USD
01/04/2002,30/04/2002,USA,unemp,5.9,monthly,USD
01/05/2002,31/05/2002,USA,unemp,5.8,monthly,USD
01/06/2002,30/06/2002,USA,unemp,5.8,monthly,USD
01/07/2002,31/07/2002,USA,unemp,5.8,monthly,USD
01/08/2002,31/08/2002,USA,unemp,5.7,monthly,USD
01/09/2002,30/09/2002,USA,unemp,5.7,monthly,USD
01/10/2002,31/10/2002,USA,unemp,5.7,monthly,USD
01/11/2002,30/11/2002,USA,unemp,5.9,monthly,USD
01/12/2002,31/12/2002,USA,unemp,6,monthly,USD
01/01/2003,31/01/2003,USA,unemp,5.8,monthly,USD
01/02/2003,28/02/2003,USA,unemp,5.9,monthly,USD
01/03/2003,31/03/2003,USA,unemp,5.9,monthly,USD
01/04/2003,30/04/2003,USA,unemp,6,monthly,USD
01/05/2003,31/05/2003,USA,unemp,6.1,monthly,USD
01/06/2003,30/06/2003,USA,unemp,6.3,monthly,USD
01/07/2003,31/07/2003,USA,unemp,6.2,monthly,USD
01/08/2003,31/08/2003,USA,unemp,6.1,monthly,USD
01/09/2003,30/09/2003,USA,unemp,6.1,monthly,USD
01/10/2003,31/10/2003,USA,unemp,6,monthly,USD
01/11/2003,30/11/2003,USA,unemp,5.8,monthly,USD
01/12/2003,31/12/2003,USA,unemp,5.7,monthly,USD
01/01/2004,31/01/2004,USA,unemp,5.7,monthly,USD
01/02/2004,28/02/2004,USA,unemp,5.6,monthly,USD
01/03/2004,31/03/2004,USA,unemp,5.8,monthly,USD
01/04/2004,30/04/2004,USA,unemp,5.6,monthly,USD
01/05/2004,31/05/2004,USA,unemp,5.6,monthly,USD
01/06/2004,30/06/2004,USA,unemp,5.6,monthly,USD
01/07/2004,31/07/2004,USA,unemp,5.5,monthly,USD
01/08/2004,31/08/2004,USA,unemp,5.4,monthly,USD
01/09/2004,30/09/2004,USA,unemp,5.4,monthly,USD
01/10/2004,31/10/2004,USA,unemp,5.5,monthly,USD
01/11/2004,30/11/2004,USA,unemp,5.4,monthly,USD
01/12/2004,31/12/2004,USA,unemp,5.4,monthly,USD
01/01/2005,31/01/2005,USA,unemp,5.3,monthly,USD
01/02/2005,28/02/2005,USA,unemp,5.4,monthly,USD
01/03/2005,31/03/2005,USA,unemp,5.2,monthly,USD
01/04/2005,30/04/2005,USA,unemp,5.2,monthly,USD
01/05/2005,31/05/2005,USA,unemp,5.1,monthly,USD
01/06/2005,30/06/2005,USA,unemp,5,monthly,USD
01/07/2005,31/07/2005,USA,unemp,5,monthly,USD
01/08/2005,31/08/2005,USA,unemp,4.9,monthly,USD
01/09/2005,30/09/2005,USA,unemp,5,monthly,USD
01/10/2005,31/10/2005,USA,unemp,5,monthly,USD
01/11/2005,30/11/2005,USA,unemp,5,monthly,USD
01/12/2005,31/12/2005,USA,unemp,4.9,monthly,USD
01/01/2006,31/01/2006,USA,unemp,4.7,monthly,USD
01/02/2006,28/02/2006,USA,unemp,4.8,monthly,USD
01/03/2006,31/03/2006,USA,unemp,4.7,monthly,USD
01/04/2006,30/04/2006,USA,unemp,4.7,monthly,USD
01/05/2006,31/05/2006,USA,unemp,4.6,monthly,USD
01/06/2006,30/06/2006,USA,unemp,4.6,monthly,USD
01/07/2006,31/07/2006,USA,unemp,4.7,monthly,USD
01/08/2006,31/08/2006,USA,unemp,4.7,monthly,USD
01/09/2006,30/09/2006,USA,unemp,4.5,monthly,USD
01/10/2006,31/10/2006,USA,unemp,4.4,monthly,USD
01/11/2006,30/11/2006,USA,unemp,4.5,monthly,USD
01/12/2006,31/12/2006,USA,unemp,4.4,monthly,USD
01/01/2007,31/01/2007,USA,unemp,4.6,monthly,USD
01/02/2007,28/02/2007,USA,unemp,4.5,monthly,USD
01/03/2007,31/03/2007,USA,unemp,4.4,monthly,USD
01/04/2007,30/04/2007,USA,unemp,4.5,monthly,USD
01/05/2007,31/05/2007,USA,unemp,4.4,monthly,USD
01/06/2007,30/06/2007,USA,unemp,4.6,monthly,USD
01/07/2007,31/07/2007,USA,unemp,4.7,monthly,USD
01/08/2007,31/08/2007,USA,unemp,4.6,monthly,USD
01/09/2007,30/09/2007,USA,unemp,4.7,monthly,USD
01/10/2007,31/10/2007,USA,unemp,4.7,monthly,USD
01/11/2007,30/11/2007,USA,unemp,4.7,monthly,USD
01/12/2007,31/12/2007,USA,unemp,5,monthly,USD
01/01/2008,31/01/2008,USA,unemp,5,monthly,USD
01/02/2008,28/02/2008,USA,unemp,4.9,monthly,USD
01/03/2008,31/03/2008,USA,unemp,5.1,monthly,USD
01/04/2008,30/04/2008,USA,unemp,5,monthly,USD
01/05/2008,31/05/2008,USA,unemp,5.4,monthly,USD
01/06/2008,30/06/2008,USA,unemp,5.6,monthly,USD
01/07/2008,31/07/2008,USA,unemp,5.8,monthly,USD
01/08/2008,31/08/2008,USA,unemp,6.1,monthly,USD
01/09/2008,30/09/2008,USA,unemp,6.1,monthly,USD
01/10/2008,31/10/2008,USA,unemp,6.5,monthly,USD
01/11/2008,30/11/2008,USA,unemp,6.8,monthly,USD
01/12/2008,31/12/2008,USA,unemp,7.3,monthly,USD
01/01/2009,31/01/2009,USA,unemp,7.8,monthly,USD
01/02/2009,28/02/2009,USA,unemp,8.3,monthly,USD
01/03/2009,31/03/2009,USA,unemp,8.7,monthly,USD
01/04/2009,30/04/2009,USA,unemp,9,monthly,USD
01/05/2009,31/05/2009,USA,unemp,9.4,monthly,USD
01/06/2009,30/06/2009,USA,unemp,9.5,monthly,USD
01/07/2009,31/07/2009,USA,unemp,9.5,monthly,USD
01/08/2009,31/08/2009,USA,unemp,9.6,monthly,USD
01/09/2009,30/09/2009,USA,unemp,9.8,monthly,USD
01/10/2009,31/10/2009,USA,unemp,10,monthly,USD
01/11/2009,30/11/2009,USA,unemp,9.9,monthly,USD
01/12/2009,31/12/2009,USA,unemp,9.9,monthly,USD
01/01/2010,31/01/2010,USA,unemp,9.8,monthly,USD
01/02/2010,28/02/2010,USA,unemp,9.8,monthly,USD
01/03/2010,31/03/2010,USA,unemp,9.9,monthly,USD
01/04/2010,30/04/2010,USA,unemp,9.9,monthly,USD
01/05/2010,31/05/2010,USA,unemp,9.6,monthly,USD
01/06/2010,30/06/2010,USA,unemp,9.4,monthly,USD
01/07/2010,31/07/2010,USA,unemp,9.4,monthly,USD
01/08/2010,31/08/2010,USA,unemp,9.5,monthly,USD
01/09/2010,30/09/2010,USA,unemp,9.5,monthly,USD
01/10/2010,31/10/2010,USA,unemp,9.4,monthly,USD
01/11/2010,30/11/2010,USA,unemp,9.8,monthly,USD
01/12/2010,31/12/2010,USA,unemp,9.3,monthly,USD
01/01/2011,31/01/2011,USA,unemp,9.1,monthly,USD
01/02/2011,28/02/2011,USA,unemp,9,monthly,USD
01/03/2011,31/03/2011,USA,unemp,9,monthly,USD
01/04/2011,30/04/2011,USA,unemp,9.1,monthly,USD
01/05/2011,31/05/2011,USA,unemp,9,monthly,USD
01/06/2011,30/06/2011,USA,unemp,9.1,monthly,USD
01/07/2011,31/07/2011,USA,unemp,9,monthly,USD
01/08/2011,31/08/2011,USA,unemp,9,monthly,USD
01/09/2011,30/09/2011,USA,unemp,9,monthly,USD
01/10/2011,31/10/2011,USA,unemp,8.8,monthly,USD
01/11/2011,30/11/2011,USA,unemp,8.6,monthly,USD
01/12/2011,31/12/2011,USA,unemp,8.5,monthly,USD
01/01/2012,31/01/2012,USA,unemp,8.3,monthly,USD
01/02/2012,28/02/2012,USA,unemp,8.3,monthly,USD
01/03/2012,31/03/2012,USA,unemp,8.2,monthly,USD
01/04/2012,30/04/2012,USA,unemp,8.2,monthly,USD
01/05/2012,31/05/2012,USA,unemp,8.2,monthly,USD
01/06/2012,30/06/2012,USA,unemp,8.2,monthly,USD
01/07/2012,31/07/2012,USA,unemp,8.2,monthly,USD
01/08/2012,31/08/2012,USA,unemp,8.1,monthly,USD
01/09/2012,30/09/2012,USA,unemp,7.8,monthly,USD
01/10/2012,31/10/2012,USA,unemp,7.8,monthly,USD
01/11/2012,30/11/2012,USA,unemp,7.7,monthly,USD
01/12/2012,31/12/2012,USA,unemp,7.9,monthly,USD
01/01/2013,31/01/2013,USA,unemp,8,monthly,USD
01/02/2013,28/02/2013,USA,unemp,7.7,monthly,USD
01/03/2013,31/03/2013,USA,unemp,7.5,monthly,USD
01/04/2013,30/04/2013,USA,unemp,7.6,monthly,USD
01/05/2013,31/05/2013,USA,unemp,7.5,monthly,USD
01/06/2013,30/06/2013,USA,unemp,7.5,monthly,USD
01/07/2013,31/07/2013,USA,unemp,7.3,monthly,USD
01/08/2013,31/08/2013,USA,unemp,7.2,monthly,USD
01/09/2013,30/09/2013,USA,unemp,7.2,monthly,USD
01/10/2013,31/10/2013,USA,unemp,7.2,monthly,USD
01/11/2013,30/11/2013,USA,unemp,6.9,monthly,USD
01/12/2013,31/12/2013,USA,unemp,6.7,monthly,USD
01/01/2014,31/01/2014,USA,unemp,6.6,monthly,USD
01/02/2014,28/02/2014,USA,unemp,6.7,monthly,USD
01/03/2014,31/03/2014,USA,unemp,6.7,monthly,USD
01/04/2014,30/04/2014,USA,unemp,6.2,monthly,USD
01/05/2014,31/05/2014,USA,unemp,6.3,monthly,USD
01/06/2014,30/06/2014,USA,unemp,6.1,monthly,USD
01/07/2014,31/07/2014,USA,unemp,6.2,monthly,USD
01/08/2014,31/08/2014,USA,unemp,6.1,monthly,USD
01/09/2014,30/09/2014,USA,unemp,5.9,monthly,USD
01/10/2014,31/10/2014,USA,unemp,5.7,monthly,USD
01/11/2014,30/11/2014,USA,unemp,5.8,monthly,USD
01/12/2014,31/12/2014,USA,unemp,5.6,monthly,USD
01/01/2015,31/01/2015,USA,unemp,5.7,monthly,USD
01/02/2015,28/02/2015,USA,unemp,5.5,monthly,USD
01/03/2015,31/03/2015,USA,unemp,5.4,monthly,USD
01/04/2015,30/04/2015,USA,unemp,5.4,monthly,USD
01/05/2015,31/05/2015,USA,unemp,5.6,monthly,USD
01/06/2015,30/06/2015,USA,unemp,5.3,monthly,USD
01/07/2015,31/07/2015,USA,unemp,5.2,monthly,USD
01/08/2015,31/08/2015,USA,unemp,5.1,monthly,USD
01/09/2015,30/09/2015,USA,unemp,5,monthly,USD
01/10/2015,31/10/2015,USA,unemp,5,monthly,USD
01/11/2015,30/11/2015,USA,unemp,5.1,monthly,USD
01/12/2015,31/12/2015,USA,unemp,5,monthly,USD
01/01/2016,31/01/2016,USA,unemp,4.9,monthly,USD
01/02/2016,28/02/2016,USA,unemp,4.9,monthly,USD
01/03/2016,31/03/2016,USA,unemp,5,monthly,USD
01/04/2016,30/04/2016,USA,unemp,5,monthly,USD
01/05/2016,31/05/2016,USA,unemp,4.8,monthly,USD
